0.0      300.0    0.0    0.0    0.0
100.0    300.1    0.0    0.0    0.0
200.0    300.2    0.0    0.0    0.0
500.0    300.5    0.0    0.0    0.0
1000.0   301.0    0.0    0.0    0.0
1500.0   301.5    0.0    0.0    0.0
2000.0   302.0    0.0    0.0    0.0
2500.0   302.5    0.0    0.0    0.0
3000.0   303.0    0.0    0.0    0.0
3500.0   303.5    0.0    0.0    0.0
4000.0   304.0    0.0    0.0    0.0
4500.0   304.5    0.0    0.0    0.0
5000.0   305.0    0.0    0.0    0.0
5500.0   305.5    0.0    0.0    0.0
6000.0   306.0    0.0    0.0    0.0
6500.0   306.5    0.0    0.0    0.0
7000.0   307.0    0.0    0.0    0.0
7500.0   307.5    0.0    0.0    0.0
8000.0   308.0    0.0    0.0    0.0
8500.0   308.5    0.0    0.0    0.0
9000.0   309.0    0.0    0.0    0.0
9500.0   309.5    0.0    0.0    0.0
10000.0  310.0    0.0    0.0    0.0
10500.0  310.5    0.0    0.0    0.0
11000.0  311.0    0.0    0.0    0.0
11500.0  311.5    0.0    0.0    0.0
12000.0  312.0    0.0    0.0    0.0
12500.0  312.5    0.0    0.0    0.0
13000.0  313.0    0.0    0.0    0.0
13500.0  313.5    0.0    0.0    0.0
14000.0  314.0    0.0    0.0    0.0
14500.0  314.5    0.0    0.0    0.0
15000.0  315.0    0.0    0.0    0.0
15500.0  315.5    0.0    0.0    0.0
16000.0  316.0    0.0    0.0    0.0
16500.0  316.5    0.0    0.0    0.0
17000.0  317.0    0.0    0.0    0.0
17500.0  317.5    0.0    0.0    0.0
18000.0  318.0    0.0    0.0    0.0
18500.0  318.5    0.0    0.0    0.0
19000.0  319.0    0.0    0.0    0.0
19500.0  319.5    0.0    0.0    0.0
20000.0  320.0    0.0    0.0    0.0
20500.0  320.5    0.0    0.0    0.0
21000.0  321.0    0.0    0.0    0.0
21500.0  321.5    0.0    0.0    0.0
22000.0  322.0    0.0    0.0    0.0
22500.0  322.5    0.0    0.0    0.0
23000.0  323.0    0.0    0.0    0.0
23500.0  323.5    0.0    0.0    0.0
24000.0  324.0    0.0    0.0    0.0
