# Brio-Wu, gamma = 2, Bx = 0.75, t = 0.1: HLL finite volume, 10000 cells, sampled at 2000 points
# x rho u v w p By Bz
0.07375000000000001 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07425000000000001 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07475 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07525 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07575 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07625 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07675 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07725 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07775 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07825 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07875 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07925 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.07975 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08025 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08075 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08125 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08175 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08225 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08275 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08325 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08375 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08425 1.0 0.0 0.0 0.0 1.0 1.0 0.0
0.08475 1.0 0.0 0.0 0.0 1.0 1.0 0.0
